3.711167637	3.35764	1
3.731199706	1.821481818	1
4.10941198	3.302440726	1
2.539639731	3.665284463	1
2.520918794	3.276625694	1
3.508318723	4.353287245	1
2.557369342	2.77619376	1
5.503764585	3.732069934	1
2.691551738	3.938817219	1
3.281365263	2.507088459	1
4.309355961	1.767585029	1
2.274604497	4.068448755	1
3.131611012	2.753058336	1
3.663936183	3.948197209	1
2.423871369	3.936335697	1
1.911455675	2.843969383	1
3.773012303	3.769282582	1
3.37901524	1.738617115	1
2.711450981	1.660712545	1
1.202524029	3.722916281	1
1.077976336	2.133684758	1
4.990710826	4.136048004	1
2.807403693	3.902200266	1
3.971645462	3.029887123	1
4.27375017	2.717512174	1
2.918030558	2.14855685	1
1.891050602	1.768828328	1
4.173393131	4.450043281	1
3.262431945	4.162404667	1
2.5373319	2.859637148	1
3.066247036	4.442515442	1
3.747339548	2.350461349	1
1.158040495	2.031425136	1
3.308442138	3.163343336	1
4.684451634	2.917314957	1
2.13152586	3.075967266	1
3.192553218	4.500117205	1
4.257449059	4.541342234	1
0.934689736	2.723219611	1
2.81279036	2.47549926	1
4.206659449	1.227373333	1
4.56272721	2.356425673	1
3.42162766	2.455820402	1
1.081216459	2.934401328	1
3.798294107	3.571630299	1
2.691151255	2.33698065	1
2.894094367	3.813812972	1
3.308964018	4.476915853	1
1.919912304	4.1447759	1
2.144167023	5.801477949	1
4.411389854	2.770875865	1
3.405738564	3.196767863	1
4.457612052	3.796569209	1
2.362103966	4.02348204	1
1.92293528	4.153937629	1
2.14669177	3.899404794	1
0.715374124	4.13002534	1
4.669791115	0.946934317	1
2.437850862	2.586500606	1
1.351258092	2.801920753	1
2.749464985	2.060446137	1
3.861665151	4.213838792	1
4.443512666	3.965267356	1
1.696744002	2.666473558	1
3.794753981	2.606688769	1
0.878808695	3.913595031	1
4.818508799	3.074059031	1
3.016734613	3.264308766	1
2.173064635	2.795887025	1
2.125959673	1.549670719	1
3.197161193	2.897052497	1
2.81959846	2.800330757	1
2.935355382	3.558008152	1
3.624871655	4.610706993	1
2.255740779	3.081650358	1
3.197958423	1.866002533	1
3.791107729	4.108369214	1
4.868927138	1.878318315	1
3.773684153	1.689403232	1
3.42537806	2.424446795	1
4.468034291	3.111807842	1
3.281378648	4.473230122	1
1.756802723	1.680534747	1
3.476900869	3.757709146	1
2.915283104	3.257707984	1
3.360586808	2.728039647	1
1.765268753	3.430973576	1
1.527668532	4.107055453	1
4.375009782	2.188694264	1
3.631512385	1.785046846	1
2.106512239	4.148447285	1
2.039331014	4.438824774	1
2.368718456	2.909018433	1
4.421555717	3.267588821	1
3.970208609	2.946690958	1
